,class,Message
4236,ham,life style garments account please
4237,ham,lol wtf random way lunch break
4238,ham,sez de arab boy hope r good give love evry love ya eshxxxxxxxxxxx
4239,ham,lay man let know missed thought great day send bimbo ugos numbers ill appreciate safe
4240,ham,detroit home snow enjoy
4241,spam,show colours euro offer get england flag lions tone phone click following service message info
4243,ham,aight chillin friends room text way
4244,ham,toshiba portege gd
4245,ham,well welp sort semiobscure internet thing
4246,spam,text pass collect polyphonic ringtones normal gprs charges apply enjoy tones
4247,spam,accordingly repeat text word ok mobile phone send
4248,ham,loosu go hospital de let careless
4249,ham,much eighth
4250,ham,omg joanna freaking looked thru friends find photos asking stuff myspace even logged like year
4251,ham,send birthdate month year tel life partners name method calculation reply must
4252,ham,juz woke bit blur blur dad went liao cannot cum oso
4253,ham,clothes jewelry trips
4254,spam,block breaker comes deluxe format new features great graphics tmobile buy replying get bbdeluxe take challenge
4255,ham,aah cuddle would lush id need lots tea soup kind fumbling
4256,spam,important information orange user today lucky dayfind log onto wwurawinnercom fantastic surprise awaiting
4259,ham,plans family set stone
4260,ham,pls forget study
4261,ham,never believe actually got taunton wow
4262,ham,den weekdays got special price haiz cannot eat liao cut nails oso muz wait finish drivin wat lunch still muz eat wat
4263,ham,broke list reasons nobodys town cannot tell sarcastic faggy
4264,ham,ltdecimalgt common car better buy china asia find less expensive ill holla
4265,ham,greatest test courage earth bear defeat without losing heartgn tc
4266,ham,sorry stil fucked last nite went tobed got work
4267,ham,hey plan sat
4268,ham,beauty sleep help pimples
4269,ham,great hope using connections mode men also cos never know old friends lead today
4270,spam,natalja f inviting friend reply yes see wwwsmsacunat stop send stop frnd
4271,ham,get
4272,ham,kind missed train cos asthma attack nxt one half hr driving sure park
4273,ham,ball moving lotwill spin last difficult bat
4274,ham,haiyoh maybe hamster jealous million
4275,ham,please send auntys number
4276,ham,glad following dreams
4277,ham,reached home finally
4278,spam,urgent important information user today lucky day find log onto wwurawinnercom fantastic surprise awaiting
4280,ham,wn r hurt prsn close fight wit dem coz somtimes dis fight saves relation bt quiet leaves nothin relation gud eveb
4281,ham,call
4282,ham,science tells chocolate melt sunlight please walk sunlight bcoz want loss sweet friend
4283,ham,yes come nyc audiitions trying relocate
4284,ham,pocked
4285,ham,congrats great wanted tell tell score cos might make relax motivating thanks sharing
4286,ham,wud never mind miss need wil really hurt wen need amp tell take care
4287,ham,hey mr name bill brison book one language words
4288,ham,okay good problem thanx
4289,ham,information ikea spelled caps yelling thought left sitting bed among mess came said going got home class please try bullshit makes want listen less
4290,ham,call ure done
4291,ham,gwr
4292,ham,best watch say get drunk motherfucker
4293,spam,kit strip billed p netcollex ltd po box ig oja
4295,spam,please call immediately urgent message waiting
4296,spam,thesmszonecom let us send free anonymous masked messagesim sending message theredo see potential abuse
4299,ham,erm woodland avenue somewhere get parish magazine telephone number
4300,ham,ta jobs available let know please cos really need start working
4301,ham,aiyar hard type later free tell call n scold n tell
4302,ham,yup free
4303,ham,good good billy mates gone jogging enjoy concert
4304,ham,yo come carlos soon
4305,ham,awww dat sweet think something nice time tonight ill probably txt later cos lonely xxx
4306,ham,guess useless calling something important
4307,ham,ha ha popped loo helloed hello
4308,ham,dint tell anything angry told abi
4310,ham,happens r waxsto wat want come ill get medical insurance able deliver basic care currently shopping right medical insurance give til friday morning ill see major person guide right insurance
4311,ham,keep ten rs shelf buy two egg
4312,ham,well babe swollen glands throat end
4313,ham,changes da report big cos already made changes da previous report
4314,ham,captain room
4315,ham,cannot speak bcaz mobile problem listen cannt listen voice calls later
4316,ham,hiya stu wot much truble home moment evone hates even wot hell av done tell text bck please love dan
4317,ham,si take mokka players
4318,ham,still playing gautham
4319,ham,hey mr going sea view couple gays mean games give bell ya finish
4320,ham,k jason says hes going around ill around ltgt
4321,ham,sorry able get see morning
4322,ham,aight well keep informed
4324,ham,searching good dual sim mobile pa
4325,ham,seems unnecessarily hostile
4326,ham,dude got haircut breezy
4327,spam,congrats mobile g videophones r call videochat wid mates play java games dload polyh music noline rentl bx ip pm
4328,ham,appledayno doctor tulsi leafdayno cancer lemondayno fat cup milkdayno bone problms litres watrdayno diseases snd ths care
4329,ham,thought king hill thing
4330,ham,nope ill come online
4331,ham,also tell said happy birthday
4332,ham,bishan lei tot say lavender
4333,ham,boo time get supposed take shopping today
4334,ham,sound like manky scouse boy steve like travelling da bus homewot inmind recreation dis eve
4335,ham,fyi taking quick shower epsilon like ltgt min
4336,ham,tuesday night r real
4337,ham,yes appt
4338,ham,got outta class going go gym
4339,ham,want sent ltgt mesages today sorry hurts
4340,ham,write wat
4341,ham,ha would say read anything way seemed like judgementali save fridays pub
4342,ham,valentine game send dis message friends answers r someone really loves ques colour suits best
4343,ham,hidid asked waheeda fathima leave
4344,ham,enjoy urself tomorrow
4345,ham,still around could use halfth
4347,ham,give us back id proof ltgt rs allow work come home within days
4348,ham,bot notes oredi cos juz rem got
4349,ham,yes rent expensive way save
4351,ham,pain deary r smiling
4352,ham,fun fact although would think armand would eventually build tolerance shit considering much smokes gets fucked like hits
4353,spam,important information orange user xxxxxxx today lucky dayfind log onto wwurawinnercom fantastic surprise awaiting
4355,ham,great send account number
4356,ham,hellogorgeous fone charge lst nitw wen texd hopeu ad nice wkend sure lookin ward cin mrw love jaz
4357,spam,dating service asked contact someone shy call revealed pobox uz p
4358,ham,send contents page
4359,ham,night sweet sleep well see exorcism emily rose may never sleep hugs snogs
4360,ham,think got think use got good ni
4361,ham,cannot right second got hit people first
4362,ham,evry emotion dsnt hav wordsevry wish dsnt hav prayrs smile world wit uothrwise even drop tear dsnt lik stay wit uso b happy good morning keep smiling
4363,ham,remember
4364,ham,ujhhhhhhh computer shipped address sandiago parantella lane wtf poop
4365,ham,mm yes dear look hugging p
4366,ham,like dis sweater fr mango size already irritating
4367,ham,number going massive pain ass id rather get involved possible
4368,ham,anytime lor
4369,spam,want new video handset time network mins unlimited text camcorder reply call del sat
4371,spam,balance next question complete landmark big bob b barry c ben text b c good luck
4372,ham,fineabsolutly fine
4373,ham,k sure consent forms v
4374,spam,tonexs subscription renewed charged choose polys month wwwclubzedcouk billing message
4375,spam,prize go another customer tc wwwtcbiz pmin polo ltd suite london wj hl please call back busy
4376,ham,much torch ja
4377,ham,nothing dinner w us
4378,ham,checking
4379,ham,done internet connection v slow cant send try later first thing tomo
4380,ham,mathews tait edwards anderson
4381,ham,yeah sure thing mate haunt got stuff sorted going sound anyway promoting hex way know number joke
4382,ham,need lar go engin cos sis arts today
4383,ham,thanks honey still heard anything leave bit longer crowd try later great advice thanks hope cardiff still
4384,spam,want new nokia colour phone delivered tomorrow free minutes mobile free text free camcorder reply call
4385,ham,snowboarding trip wondering planning get everyone together befor goa meet greet kind affair cheers
4386,ham,sim watching live
4387,ham,see christmassy
4388,ham,k ready ltgt
4391,ham,new years plans
4392,spam,recpt ordered ringtone order processed
4393,ham,baaaaaaaabe wake miss crave need
4394,ham,got message ignoring yes shopping
4395,ham,dear mood cannot drive brother drive
4396,ham,dad get back
4397,ham,tell shola please go college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria less expensive much less expensive unless getting citizen rates new zealand
4398,ham,yes finished watching days lives love
4399,ham,juz go google n search qet
4400,ham,many times lose best ones bcoz
4401,ham,good friends care close friends understand true friends stay forever beyond words beyond time gud ni
4402,ham,getting back home
4403,ham,sorry ill call later ltgt mins
4404,ham,dun need use dial juz open da browser n surf
4405,spam,one registered subscribers enter draw gb gift voucher replying enter unsubscribe text stop
4406,ham,awesome plan get time like ltgt ill text details wee bit
4407,ham,take care sleep wellyou need learn change lifeyou need get convinced thati wait conversations usget convinced timeyour family many sensesrespect overemphasiseor role life
4408,spam,chance win free bluetooth headset simply reply back adp
4409,ham,also get na hi hi hi hi hi
4410,ham,ya cannot display internal subs got extract
4411,ham,said anything wrong sorry de
4413,ham,stupid say challenge godyou think write instead respond immed
4414,ham,yeah able ill text ready meet
4415,ham,v skint fancied bevieswaz gona go meet othrs spoon jst bin watchng planet earthsofa v comfey make hav gd night
4416,ham,says hes quitting leasttimes day wudnt take much notice nah mind going see want come taunton tonight tell
4417,ham,get free call
4418,ham,little darlings far week need coffee run tomocant believe time week already
4420,ham,still west coast haiz take forever come back
4421,ham,mmm fuck merry christmas
4422,ham,alright thanks advice enjoy night try get sleep
4423,ham,update face book status frequently
4424,ham,saw messageit k da
4425,ham,something ate
4426,ham,bank say money
4427,ham,aiyar dun disturb liao thk lots aft cupboard come
4428,ham,hey r watching movie tonight ill prob b home early
4429,ham,yar lor noe used dat route
4430,ham,mro coming gym machan goodnight
4431,ham,think need yellow card uk travel ask someone gone ltgt bucks
4432,ham,look da lib got stuff finish yet
4433,ham,sounds great going sleep good night
4434,spam,b floppy b snappy happy gay chat service photo upload call pmin stop texts call
4436,ham,come got nothing
4437,ham,nothing ever easy looking reason take risk life love
4438,ham,want grasp pretty booty
4439,ham,got tea sure flavour
4440,ham,going orchard laready reaching soon reaching
4441,ham,dear denying words please
4442,ham,know old dom told yesterday name roger got touch last night wants meet today pm
4443,ham,come back tampa ffffuuuuuuu
4444,ham,celebrate bday else
4445,ham,merry christmas annie
4446,ham,please tell special stock talking
4447,ham,sent like
4449,ham,awesome minute
4450,ham,problem walk around julianaland oblivious going around say things constantly go one ear go whatever want know upsetits listen tell going upset want surprised mad
4451,ham,told everything stop let get dehydrated
4452,ham,guess ltgt min
4453,ham,home ard wat time reach
4455,ham,want mapquest something look usf dogwood drive
4456,ham,aight plan come later tonight
4457,ham,die accidentally deleted e message suppose put e sim archive haiz sad
4458,spam,welcome ukmobiledate message free giving free calling future mgs billed p daily cancel send go stop
4459,ham,wishing great day moji told offer always speechless offer easily go great lengths behalf stunning exam next friday keep touch sorry
4460,ham,thanks reply today visa coming r still buying gucci bags sister things easy uncle john also bills really need think make money later sha
4461,ham,sorry flaked last night shits seriously goin roommate tonight
4462,ham,said look pretty wif long hair wat thk hes cutting quite short leh
4464,ham,cheers callin babesozi culdnt talkbut wannatell details later wenwecan chat properly x
4465,ham,hey still gym
4467,ham,much better thanks lol
4468,ham,nothing smsing n xy lor sorry lor da guys neva c person sort know lor wan meet xy ask bring along next meeting
4469,ham,let know swing pick free basically time semester
4470,ham,wa efficient gee thanx
4471,spam,received mobile content enjoy
4472,ham,able sleep
4473,spam,want explicit sex secs ring costs pmin
4474,ham,meet soon princess ttyl
4475,ham,ill pick pm go taunton still want come
4476,ham,oh outside players allowed play know
4477,ham,anything lor
4478,ham,erutupalam thandiyachu
4479,ham,cannot try new invention flyim joking
4480,ham,noits ful song lyrics
4481,ham,reckon need arrange transport cannot thanks
4482,ham,true lov n care wil nevr go unrecognized though somone often makes mistakes valuing definitly undrstnd start missing
4483,ham,shopping eh ger toking syd lehhaha
4484,ham,standing
4485,ham,good weekend
4486,ham,miss call miss call khelate kintu opponenter miss call dhorte lage rule one great phone receiving quality wins
4487,ham,call get chance plz
4488,ham,new deus ex game comin early next yr
4489,ham,computer fried essential part keep spares fucking idiot roommates looovvve leaving thing running full ltgt
4490,ham,friend studying warwick planned go shopping concert tmw may canceled havnt seen ages yeah get together sometime
4491,ham,probably couple hours tops
4492,ham,lol grins babe thanks thinking
4493,ham,man bus slow think going get
4494,ham,hope text meets smiling let text give reason smile beautiful day
4495,ham,case wake wondering forgot take care something grandma today done parade
4497,spam,latest nokia mobile ipod mp player proze guaranteed reply win norcorp ltd mtmsgrcvd
4498,spam,sms services inclusive text credits pls goto wwwcomuknet login qxj unsubscribe stop extra charge help comuk cm ae
4499,ham,nevermind take time
4500,ham,wats da decision
4501,ham,wot bitch
4503,ham,told hr want posting chennaibecause working
4504,spam,mobile club choose top quality items mobile cfcaa
4505,ham,guys leaving
4506,ham,neva grumble sad lor hee buy tomorrow lor aft lunch still meetin lunch tomorrow neva hear fr lei got lot work ar
4507,ham,able anything
4508,ham,takin linear algebra today
4509,ham,weekend fine excuse much decorating
4510,ham,sorry missed babe late slept hope enjoy driving lesson boytoy miss teasing kiss
4511,ham,project pa come
4512,spam,money wining number wot next
4513,ham,sure whenever show fuck
4514,ham,random saw old roomate campus graduated
4516,ham,men always needs beautiful intelligent caring loving adjustable cooperative wife law allows one wife
4517,ham,sucks got planned yo valentine yo valentine
4518,ham,got part nottingham hrs miles good thing love man much mph hey ho
4519,ham,think one saying clearly ok leave need ask go come
4520,ham,hi good mornin thanku wish
4521,ham,want meet morro
4522,ham,actually decided hungry left yet v
4523,ham,sent part
4524,ham,cos shopping wif darren jus n called ask wat present wan lor started guessing wif n finally guessed darren lor
4525,spam,want cock hubbys away need real man satisfy txt wife strings action txt stop end txt rec ea otbox la ws
4526,ham,understand loss gain work school
4527,ham,missed much bit bored holiday want go bak college sad itxx
4528,ham,hiya probably coming home weekend next
4529,ham,forget though love walk beside watching keeping heart warm
4530,ham,wish things different wonder able show much value pls continue brisk walks drugs without askin please find things laugh love dearly
4531,ham,ok days making dinner tonite invited
4532,spam,gr new service live sex video chat mob see sexiest dirtiest girls live phone details text horny cancel send stop
4533,ham,money steve mate
4534,ham,late tellmiss way
4536,ham,normally use drink water daily
4537,ham,dare ask luck sorting car
4538,ham,partys place usf charge contribute way greatly appreciated yeah got room one
4539,ham,urgh coach hot smells chip fat thanks especially duvet predictive text word
4540,ham,hiya last night naughty bought clothes little ready shopping though kind time want meet
4541,spam,freemsg hi baby wow got new cam moby want c hot pic fancy chatim win utxt rply chat hlp msgp rcv
4542,ham,trying reach without success
4543,ham,derek done class
4544,ham,never lei v lazy got wat dat day send da url cannot work one
4545,ham,never try alone take weight tear comes heart falls eyes always remember stupid friend share bslvyl
4546,ham,hey mate spoke mag people deliver end month deliver th sept talk later
4548,ham,haha friend tyler literally asked could get dubsack
4549,ham,hey fancy meetin cha hav lil beverage txt ring meet lr quite tired got vpist love pete x x x
4550,ham,great safe trip panic surrender
4551,ham,symptoms love like listening songs get stopped see name beloved get angry
4552,ham,sun ah thk mayb dun anythin thk book e lesson e pilates orchard mrt noe hor
4553,ham,try something dear read something exams
4555,ham,gettin rdy ship comp
4556,ham,hospital da return home evening
4557,ham,piss talking someone realise point itnow read backwards
4558,ham,think da wil
4559,ham,awake oh
4560,ham,good afternoon boytoy goes walking day get police abstract still wake miss babe
4561,ham,much trying get
4562,ham,come around ltdecimalgt pm vikkyim otside nw il come tht time
4563,ham,tell address
4565,ham,buy blackberry bold torch buy new used let know plus saying buy ltgt g wifi ipad saying ltgt g
4566,ham,together thinkin
4567,ham,hiya going sunny africa hope r avin good time give big old silver back big kiss
4568,ham,time come tomorrow
4569,spam,want laugh try chitchat mobile logon txting word chat send cm po box london wa zf pmsg rcvd
4570,ham,cha quiteamuzing thatscool babe
4571,ham,omg know ate
4572,spam,urgent nd attempt contact uu call b tcsbcmwcnxxcallcostppmmobilesvary max
4573,ham,
4574,ham,directly behind rows behind
4575,spam,congratulations awarded cd vouchers gift guaranteed free entry wkly draw txt music
4576,spam,contract mobile mnths latest motorola nokia etc free double mins text orange tariffs text yes callback remove records
4578,ham,plans yet
4579,ham,hi engagement fixd ltgt th next month know really shocking bthmm njan vilikkamt ws al sudn
4580,ham,course maths one day one chapter one month finish
4581,ham,wow think common take back freak unless chop
4583,ham,noooooooo please last thing need stress life fair
4584,spam,secret admirer looking make contact ufind rreveal thinks specialcall stopsmsppm
4586,ham,ill see swing bit got things take care firsg
4587,ham,wanted wish happy new year wanted talk legal advice gary split person ill make trip ptbo hope everything good babe love ya
4588,ham,finished work yet something
4591,ham,right phoned someone number like
4592,ham,ok wun b angry message aft come home tonight
4593,ham,good time nice something bit different weekends change see ya soon
4594,ham,yo sorry shower sup
4595,ham,carlos pick ill swing usf little bit
4596,ham,full heat pa applyed oil pa
4597,ham,stuck da middle da row da right hand side da
4598,ham,laid airtel line rest
4599,ham,hi decide wot get birthday ill prob jus get voucher frm virgin sumfing
4600,spam,freemsg txt call claim reward hours talk time use phone subscribegbpmnth inc hrs stoptxtstop
4601,ham,hey j r feeling better
4602,ham,plan staying night probably back til late
4603,ham,thanx puttin da fone
4604,ham,need th campus atm could pick hour two
4605,ham,oh haha den shld went today gee nevermind la kaiez dun mind goin jazz oso scared hiphop open cannot catch
4606,ham,running managed minutes needed oxygen might resort roller option
4607,ham,live next ltgt mins
4608,ham,de asking like
4609,ham,glad talking
4610,ham,wat time finish
4611,ham,sorry da gone mad many pending works
4612,ham,much got cleaning
4613,ham,favourite person today r workin hard could sleep last nite nearly rang
4614,spam,sunshine quiz win super sony dvd recorder canname capital australia text mquiz b
4615,ham,called dad oredi
4616,ham,good think could send pix would love see top bottom
4617,ham,nevermind going wear sport shoes anyway going late leh
4618,ham,sorry ill call later meeting
4619,ham,long fuckin showr
4620,ham,received understood n acted upon
4621,ham,finally came fix ceiling
4622,ham,need presnts always bcz cannot mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mns prabha islove got mis
4623,ham,jus finish blowing hair finish dinner already
4624,ham,bus love
4625,ham,lol knew saw dollar store
4627,spam,todays voda numbers ending selected receive reward match please call quoting claim code standard rates apply
4628,ham,saturday sunday holiday difficult
4629,ham,everybody fun evening miss
4630,ham,got hella gas money want go grand nature adventure galileo little bit
4632,ham,oh wow gay firmware update help
4633,ham,move morphine
4634,ham,come din c yup cut hair
4635,ham,k k pa lunch aha
4637,ham,captain vijaykanth comedy captain tvhe drunken
4638,ham,course guess gods got hold right
4639,ham,hide anythiing keeping distance
4640,ham,
4641,spam,ripped get mobile content wwwclubmobycom call polytruepixringtonesgames six downloads
4642,ham,sorry din lock keypad
4644,ham,planning come chennai
4645,spam,tried contact reply offer video phone anytime network mins half price line rental camcorder reply call
4646,ham,god created gap btwn fingers dat sum vry special fill gaps holding hands plz ask created much gap legs
4647,ham,okay going sleep later
4649,ham,finally happened aftr decades beer cheaper petrol goverment expects us drink drive
4650,spam,xmas reward waiting computer randomly picked loyal mobile customers receive reward call
4651,ham,r e meeting tomorrow
4652,ham,lol yes add spice day
4654,ham,prasanth ettans mother passed away last night pray family
4655,ham,k ill work something
4656,spam,private account statement shows unredeemed points call identifier code expires
4657,ham,message great doctor india drink appy fizz contains cancer causing age
4659,ham,call tell infront call
4660,ham,ok prob
4661,ham,ladies first genus second k
4662,ham,yes please swimming
4663,ham,mum going robinson already
4664,ham,ok set let noe e details later
4665,ham,nottel software name
4666,ham,send print outs da
4667,ham,realy soz imat mums nite moro
4668,ham,born god said oh another idiot born
4669,ham,get full msgsometext missing send
4670,ham,probably almost gas get cash tomorrow
4671,spam,customer service announcement recently tried make delivery unable please call reschedule ref
4672,ham,forgot ask smth card da present lei want write smth sign
4673,ham,leaving house
4674,spam,hi babe chloe r smashed saturday night great weekend missing sp visionsmscom text stop stop ptext
4675,ham,ready call
4676,ham,wewa iriver mb
4677,ham,good thing getting connection bw
4678,ham,sry dajst nw came home
4679,ham,cool hell night let know around
4680,ham,staying town
4681,ham,haha yeah oz kind shitload
4682,ham,ok take shopping get paid
4684,ham,alright well bring see like ltgt mins
4685,ham,pls play others life
4686,ham,eatin lunch
4687,ham,hmmmbut give one day
4688,ham,try g decided head
4689,ham,ok prob
4690,ham,surly ill give coming review
4691,ham,march ending ready call sure problem capital never complete far work ladies
4693,ham,pls give food preferably pap slowly loads sugar take hour give water slowly
4694,spam,urgent mobile awarded bonus caller prize nd attempt contact call boxqu
4695,ham,guy gets used dumb realize
4696,ham,okey dokey ill bit sorting stuff
4698,ham,yes fine
4700,ham,liked new mobile
4701,ham,anytime
4702,ham,mmmmmmm snuggles deep contented sigh whispers fucking love much barely stand
4703,ham,yar say got error
4704,ham,hey anyway
4705,ham,wow healthy old airport rd lor cannot thk anything else ill b bathing dog later
4706,ham,wif family booking tour package
4707,ham,say bold torch later one torch bold
4708,ham,haha awesome might need take doin tonight
4709,ham,ya knw vl givits ok thanks kanoanyway enjoy wit family wit st salary
4710,ham,huh slow tot reach long ago liao days leh
4711,ham,cool princess cover face hot sticky cum
4712,ham,big brothers really scraped barrel shower social misfits
4713,ham,oops thk dun haf enuff go check tell
4714,ham,min go lunch
4715,ham,hey happened switch cell whole day good care give call tomorrow
4716,ham,k addie amp art ill get home
4718,ham,aiyo lesson early still sleepin haha okie go home liao den confirm w lor
4719,ham,forgot tell smth like number sections clearer
4720,ham,yup anything lor dun wan ok
4721,ham,home love still awake loving kiss
4722,ham,hello peach cake tasts lush
4723,spam,free game get rayman golf free games arcade st get games settings reply post save activ press key arcade termsapply
4724,ham,minor shindig place later tonight interested
4725,ham,jason says cool pick place like hour
4726,spam,mobile mths update latest cameravideo phones free keep number get extra free minstexts text yes call
4727,ham,career tel added contact indyarockscom send free sms remove phonebook sms ltgt
4728,ham,reached already
4729,ham,know ask brother nothing problem thing told
4730,ham,keng rocking ashes
4731,ham,wat time going xins hostel
4732,ham,good morning dear shijutta great amp successful day
4734,ham,oh kafter placement ah
4735,ham,possession especially first offense
4736,ham,nt driving even many reasons called bbdthts chikku hw dvg coldheard tht vinobanagar violence hw conditionand hw ru problem
4737,ham,bought test yesterday something let us know exact day ovulatewhen get wks pls pls fret know r worried pls relax also anything past history need tell
4738,ham,pizza want
4739,ham,keep seeing weird shit bein woah realising actually reasonable oh
4740,ham,many happy returns day wish happy birthday
4743,ham,thinking x
4745,ham,orh tot say still dun believe
4746,ham,put sign choose number pin show right
4747,ham,beauty life next second hides thousands secrets wish every second wonderful life gud n
4748,ham,thanx darlinim cool thanx birthday drinks nite morrow take care c soonxxx
4749,ham,still maybe leave credit card get gas get back like told
4750,spam,weekly coolmob tones ready download weeks new tones include crazy frogaxel f akonlonely black eyeddont p info n
4751,ham,well boy glad g wasted night applebees nothing
4752,spam,cashbincouk get lots cash weekend wwwcashbincouk dear welcome weekend got biggest best ever cash give away
4753,ham,ok lor wan go look
4754,ham,wan haf lunch da canteen
4755,ham,make life stressfull always find time laugh may add years life surely adds life years gud niswt dreams
4756,ham,hey looks like wrong one kappa guys numbers still phone want text see hes around
4758,spam,thanks continued support question week enter draw cash name new us president txt ans
4759,ham,home doc gave pain meds says everything fine
4760,ham,ard rest ard leastwhich price bedrm
4761,ham,lovely night xxx
4762,ham,prepare pleasured
4763,ham,hitechnical supportproviding assistance us customer call email
4764,ham,text way cup stop work bus
4765,ham,radio show
4766,spam,unique user id removal send stop customer services
4767,ham,sure still available though
4768,ham,watever relation built dis world thing remains atlast iz lonlines lotz n lot memories feeling
4769,ham,cheers lou yeah goodnite shame neva came c ya gailxx
4770,ham,hii got money da
4772,ham,ok tell wat time coming later lor
4773,ham,repeat e instructions wats e road name house
4775,ham,quite lor dun tell wait get complacent
4776,ham,sorry completely forgot pop round week still
4777,ham,r beautiful girl ever seen r baby come c common room
4778,ham,cannot see join denis mina denis want alone time
4779,ham,sen told going join uncle finance cbe
4780,ham,yup hey one day fri ask miwa jiayin take leave go karaoke
4781,ham,call senthil hsbc
4782,ham,especially since talk boston personal statement lol would changed realized said nyc says boston
4783,ham,indeed way either
4784,spam,urgent call landline complimentary ibiza holiday cash await collection sae tcs po box sk wp ppm
4785,ham,holy living christ taking long
4786,ham,thk wat eat tonight
4787,ham,thanx yup coming back sun finish dinner going back hotel time flies tog exactly mth today hope well haf many mths come
4788,ham,opposite side dropped
4789,ham,yup izzit still raining heavily cos e mrt cannot c outside
4790,ham,send resume
4791,ham,gd luck exams
4792,ham,ask next sat make ok lor
4793,ham,sorry uncle ill keep touch
4794,ham,saw guys dolls last night patrick swayze great
4795,spam,urgent nd attempt contact prize yesterday still awaiting collection claim call
4796,spam,santa calling would little ones like call santa xmas eve call book time callsppm last mins tc wwwsantacallingcom
4797,ham,come home want miserable
4798,ham,know getting messages
4799,ham,cool tyler take going buy drop place later tonight total order quarter got enough
4800,ham,guy car shop flirting got phone number paperwork called texted nervous course may address call boss tell knowing may get fired
4802,ham,plan manage
4803,ham,er hello things didnt quite go plan limping slowly home followed aa exhaust hanging
4804,ham,sorry delay yes masters
4805,ham,call finish come n pick
4806,spam,private account statement shows unredeemed bonus points claim call identifier code expires
4807,ham,oga left phone home saw messages hope good great weekend
4808,ham,worry though understand important put place poorly thought punishment face worst thing ever happened brb going go kill
4809,ham,honey pls find much sell predicte nigeria many times used important reply monday
4810,ham,e admin building might b slightly earlier ill call reaching
4811,ham,fyi usf swing room whenever
4812,ham,call ltgt min ok
4814,ham,home work meh
4815,ham,anything valuable situations first getting second loosing
4816,ham,mark taking forever pick prescription pain coming back
4817,ham,paper
4818,ham,got smaller capacity one quite ex
4819,spam,check choose babe videos smsshsexnetun fgkslpopw fgkslpo
4820,ham,good thinking
4821,spam,r winner ave specially selected receive cash holiday flights inc speak live operator claim pmin
4822,ham,
4823,ham,thought bout drink tap spile seven pub gas st broad st canal ok
4824,ham,going sleep tired travel
4825,ham,haha thinkin
4826,ham,yup giving problems mayb ill jus leave
4827,ham,lol trying make day little interesting
4828,ham,long get reply defer admission til next semester
4829,ham,word checkmate chess comes persian phrase shah maat means king dead goodmorning good day
4830,ham,po de need job aha
4831,ham,rats hey ever vote next themes
4832,spam,new mobiles must go txt nokia collect today wwwtcbiz optout gbpmtmsg txtauction
4833,ham,hope pee burns tonite
4834,ham,oh rite well best mate pete went week geva longer week
4835,ham,yay cannot wait party together
4836,ham,photoshop makes computer shut
4837,ham,boys made fun today ok problem sent one message fun
4838,ham,one issues california okay snow manageable
4839,spam,private account statement shows unredeemed points call identifier code expires
4840,ham,hmmm mayb try e shoppin area one forgot e name hotel
4841,ham,awesome going soon later tonight
4842,ham,need details online job
4844,ham,missing toopray inshah allah
4845,ham,pls help tell ashley cannot find number oh
4847,ham,sthis increase chance winning
4848,ham,either way works ltgt years old hope bother
4849,ham,maybe find something else instead
4850,ham,gain rights wifedont demand iti trying husband toolets see
4851,ham,liked new house
4852,ham,fine hope also
4853,ham,also north carolina texas atm would go gre site pay test results sent
4854,ham,
4855,ham,yes baby need stretch open pussy
4856,ham,thanks bomb date phone wanted say
4858,ham,hey guy know breathing neck get bud anyway would able get half track usf tonight
4859,ham,response one powerful weapon occupy place others heart
4860,ham,nokia phone lovly
4861,spam,free messagethanks using auction subscription service pmsgrcvd skip auction txt unsubscribe txt stop customercare
4863,ham,sorry datoday come playi driving clas
4864,ham,really sorry lit hair fire
4865,ham,oh shit thought trip loooooool makes much sense grins sofa reference sleep couch link sent went trip oh babe go celebration rents
4866,ham,okey dokey swashbuckling stuff oh
4868,ham,tension face smiling face waste face innocent face terror face cruel face romantic face lovable face decent face ltgt joker face
4869,ham,dips cell dead coming better respond else shall come back
4870,ham,well know mean texting
4871,ham,hi dis yijue would happy work wif gek
4872,ham,lol oops sorry fun
4873,ham,wat happened cruise thing
4874,ham,know dat feelin pete wuld get nuther place nuther time mayb
4875,spam,lyricalladief inviting friend reply yes see wwwsmsacuhmmross stop send stop frnd
4876,ham,worlds happiest frnds never characters dey best understanding differences
4878,ham,yeah open chat click friend lists make list easy pie
4879,ham,alright tylers got minor crisis home sooner thought soon possible
4880,ham,whenwhere pick
4881,ham,usual call ard smth
4883,ham,many things antibiotic used chest abdomen gynae infections even bone infections
4884,ham,poor girl cannot go one day lmao
4885,ham,times
4887,ham,pls make note exposed also find school anyone else vomiting dog cat house let know later
4889,ham,sounds like could lot time spent chastity device boy grins take beatings like good dog going lounge nice long bath
4890,ham,worse uses half way stops better complete
4891,ham,miserable tell side effects birth control massive gut wrenching cramps first months sleep last night
4892,ham,send new number
4894,spam,want latest video handset anytime network mins half price line rental reply call delivery tomorrow
4895,ham,half years missed friendship
4897,ham,oh fucks sake like tallahassee
4898,ham,haha first person going ask
4899,spam,ou guaranteed latest nokia phone gb ipod mp player prize txt word collect ibhltd ldnwh pmtmsgrcvd
4900,ham,taka lor wat time wan come n look us
4901,spam,free polyphonic ringtone text super get free poly tone week sn pobox nr zs subscription pw
